TransactionID,Timestamp,TransactionAmount,CardType,Issuer,CardLimit,MerchantCountry,MerchantState,MerchantCity,UserAge,UserAccountTenure,UserIncome,AvgTransactionAmount,TransactionCountLastWeek,IsOnlineTransaction,IsHighRiskCountry,IsWeekendTransaction,TransactionHour,IsRepeatedTransaction,Class
187,153415,464.6422384882179,Debit,BankC,5598.2087861830705,FR,State3,CityB,66,6,97673.6576868288,83.32853377306192,8,0,0,0,17,1,0
188,46637,4001.2323038766185,Credit,BankA,2967.2630765320127,FR,State2,CityB,56,3,90226.99705285564,156.33925845525494,6,1,1,1,15,1,0
189,170979,1197.1324594018088,Credit,BankC,4336.832561952566,DE,State2,CityB,23,8,74170.70222471363,198.01019483044922,1,0,1,0,10,1,0
190,1758,2701.3846901940024,Debit,BankB,17238.98786676516,IN,State2,CityB,26,2,79484.14558584722,119.71410948790246,6,1,0,1,16,0,0
191,63566,4957.507277660535,Credit,BankB,14409.825541388454,US,State2,CityC,25,29,75989.3795011804,101.17728899008826,0,0,0,0,17,0,0
192,31913,4920.260553320512,Credit,BankC,4763.862935086858,FR,State3,CityC,78,17,56841.95102840501,142.9754486714309,8,1,0,0,18,1,1
193,106385,1578.9950394315795,Debit,BankB,14606.295145488895,US,State3,CityB,31,28,41953.57749961497,46.846886350221766,8,0,0,0,17,0,0
194,164311,658.8234631902714,Debit,BankA,14463.745233965048,UK,State3,CityB,71,12,42800.218396082375,102.76555037174353,5,0,1,1,13,0,0
195,53569,4690.925801964104,Credit,BankB,19956.77686401325,IN,State3,CityB,55,29,78493.428902891,69.3428438509619,9,0,1,1,16,0,0
196,40584,4467.648239700284,Credit,BankC,8439.564446992335,US,State3,CityC,26,12,70082.91586564401,41.20329542837918,0,0,0,0,7,1,0
197,16482,3080.163320868125,Credit,BankA,17432.216388712648,IN,State1,CityA,77,15,66790.72271753175,125.92594431588104,7,1,0,1,14,0,0
198,118337,162.06162008372831,Debit,BankB,9482.411033483486,FR,State2,CityC,69,18,72208.70703395181,119.38415623704788,5,0,1,0,16,0,0
199,133229,3756.404107656224,Debit,BankC,18057.44424872237,UK,State1,CityB,74,9,81982.89883447111,154.62868395108256,8,1,1,0,20,1,0
200,107919,804.2844576548745,Credit,BankB,2740.4094828800366,DE,State3,CityB,28,21,79867.27317164268,175.86432360585863,8,1,1,0,10,0,0
201,78663,4715.106928289817,Debit,BankC,4330.939972379638,UK,State2,CityB,28,5,28431.71246339215,51.87143734396896,6,1,0,1,5,1,0
202,172537,2175.635997724703,Debit,BankB,17149.13289826711,IN,State3,CityB,57,22,49042.80397653715,158.14350389022204,3,0,0,0,22,1,0
203,56064,3075.581889710672,Credit,BankB,16566.706158002504,UK,State1,CityC,52,3,41117.370942726855,79.80318054305651,0,0,1,1,18,0,0
204,74088,1405.4068822289935,Credit,BankA,6803.242045282763,FR,State3,CityA,28,17,63059.092977931614,129.4730643407507,2,1,0,1,15,0,0
205,155563,2375.3846612943867,Credit,BankA,12339.168044535634,IN,State2,CityB,53,29,24913.286589726304,171.54560524320414,5,0,1,0,11,0,0
206,82452,3773.1799697429847,Credit,BankB,8271.294719938685,IN,State3,CityB,72,24,80997.12379940055,58.675171904305586,0,1,1,1,14,0,0
207,54818,2460.0878921903914,Debit,BankC,1196.0296367669057,FR,State3,CityB,20,23,28522.186701017905,124.18264395350906,3,1,0,1,10,0,0
208,81255,4235.988175371394,Credit,BankC,1495.9784047754133,US,State2,CityA,62,12,41712.16207284943,101.26058666803438,7,1,1,1,6,0,0
209,166197,3565.1400497235054,Credit,BankB,2030.870944149952,DE,State1,CityC,36,14,82619.3204176838,160.20968575563663,7,1,0,0,23,1,0
210,96729,386.80708792700824,Debit,BankB,12287.370932185995,UK,State1,CityA,25,8,24124.798633496677,142.47584679880998,5,1,1,1,9,0,0
211,121467,3034.1809531230133,Debit,BankA,6305.32697080503,DE,State2,CityC,70,9,72816.08548447932,156.23004882161592,5,0,1,0,18,0,0
212,1969,3063.0010373072455,Debit,BankB,3735.01766798292,DE,State2,CityB,45,2,93958.2617435509,64.70919462460955,2,1,0,0,4,1,0
213,103275,1904.4979529718908,Debit,BankB,18881.491060433866,FR,State1,CityA,70,21,69411.02537502303,143.82769587692823,6,0,1,1,16,0,0
214,43307,1613.6264104690813,Debit,BankC,3305.054674543101,US,State2,CityA,73,2,77012.59899211288,125.10311610932754,7,1,1,0,23,1,0
215,12628,314.4473411755853,Debit,BankA,13805.652612072676,DE,State1,CityB,71,29,83381.34980180375,96.76928664869376,1,0,1,1,18,0,0
216,121859,2230.7879306280006,Debit,BankA,17989.043473630514,IN,State3,CityA,70,24,37779.70577489212,81.88530116994856,4,1,1,0,3,1,0
217,82554,1682.9889232927262,Credit,BankB,4112.763677530545,US,State1,CityB,18,16,66477.11344100506,73.00400585113186,5,0,1,1,0,0,0
218,133673,4755.314537793157,Credit,BankA,5079.863962345587,FR,State2,CityB,70,20,44724.53728241513,11.83812864753769,0,0,1,1,13,0,0
219,115880,3370.875167482938,Debit,BankC,11902.457137943185,DE,State3,CityC,57,11,39959.63033802442,42.21612474828965,4,0,1,0,16,0,0
220,127395,2300.3124522243106,Credit,BankB,10660.525041197156,FR,State2,CityC,47,20,35396.513206844356,21.205860322447233,2,1,0,0,13,1,0
221,15639,3773.0623569896197,Debit,BankB,10899.520920839082,UK,State1,CityB,58,10,66834.44922421686,171.18793309963715,2,1,1,0,5,1,0
222,156384,3893.8504002612553,Credit,BankC,11538.883786343684,FR,State3,CityB,55,8,83562.55412430441,173.4168853788656,5,1,0,0,21,1,0
223,59780,2402.2846533135166,Debit,BankA,19048.15540325984,IN,State1,CityA,28,7,90071.12513507565,170.77673397096086,0,0,1,0,4,1,0
224,58552,378.79825279076664,Debit,BankA,2022.9227973720494,FR,State3,CityB,46,1,54286.87569134875,165.4047552272187,4,0,0,1,2,1,0
225,62786,3902.757855731072,Debit,BankC,15448.521893201563,US,State2,CityB,48,23,49831.92001583511,52.052786170315606,4,0,1,1,21,0,0
226,98911,451.4293110987891,Debit,BankC,5417.622025727934,UK,State1,CityA,78,10,74984.55216804729,103.43937315702806,4,1,0,0,23,1,0
227,104725,4237.535657457175,Debit,BankC,8099.875733275259,IN,State3,CityB,27,19,82428.73934818804,182.4903166739954,2,1,1,0,14,0,0
228,35833,1670.791121474155,Debit,BankC,2696.5313363362166,UK,State3,CityB,52,5,40265.54693379173,154.3585408689422,5,1,0,1,6,1,0
229,61093,3191.20843973226,Credit,BankA,9466.908613917329,IN,State3,CityC,57,24,43783.27073688293,10.345854331328571,0,1,1,1,10,0,0
230,73402,3702.02486051573,Credit,BankA,16280.165793227308,UK,State1,CityB,46,22,62671.46553207603,97.29104951672076,9,1,1,1,9,1,0
231,171093,175.97197470534982,Credit,BankC,2876.066432126144,DE,State2,CityB,54,8,55550.855027195495,12.027337859334377,0,1,1,0,13,0,0
232,30595,1923.0776830829334,Credit,BankC,6236.468366185681,FR,State2,CityA,19,21,76463.01864477777,63.32559892632822,1,1,1,1,2,0,0
233,53478,3020.7189985668906,Credit,BankB,8088.172464863475,US,State3,CityC,65,26,60358.79927901967,92.79486383310815,3,1,1,0,13,1,0
234,136642,4240.722755042232,Credit,BankB,2974.0848586652046,US,State2,CityC,18,9,28927.928457806614,179.650865603553,9,1,1,0,16,0,0
235,51189,3588.8512382052145,Debit,BankA,15484.019389561738,DE,State1,CityB,76,29,33276.25558304836,134.33301398799205,8,0,1,0,3,1,0
236,18569,4480.706859633092,Debit,BankB,15951.993536131084,UK,State2,CityC,49,13,92152.70750565117,78.87206744308244,9,0,0,1,5,0,1
237,156644,413.6225285461739,Credit,BankB,16882.004957819394,FR,State2,CityC,41,14,38191.86918639431,103.22443146605498,7,1,0,0,19,0,0
238,138577,359.11929280903587,Debit,BankB,12094.027891320045,DE,State1,CityC,19,27,24006.887313432017,165.30400283342507,9,1,1,1,4,1,0
239,1179,3567.6275686304552,Credit,BankA,10637.537596233142,UK,State1,CityA,76,6,78516.36466297801,66.93456383160552,1,0,0,0,9,0,0
240,86622,1992.64721970667,Credit,BankB,5988.496463953598,FR,State2,CityA,20,11,74720.89150757127,126.85660733904663,0,1,0,1,6,0,0
241,27807,2408.1614899420856,Debit,BankC,13448.001378520408,UK,State2,CityC,26,9,68006.0814923856,59.82690793869158,3,0,1,1,14,1,0
242,14416,3021.584134884756,Debit,BankA,9446.706227455326,US,State2,CityC,66,13,60180.49235718085,101.19305307249589,4,0,0,0,20,1,0
243,150200,4929.707449321937,Credit,BankB,19444.75171547038,FR,State3,CityB,41,4,97566.42832374557,14.685115676792034,1,0,1,0,20,1,0
244,133332,335.8401060231154,Debit,BankA,19395.410442514676,US,State1,CityC,29,2,29586.583673476267,171.93231070342145,9,0,1,0,17,1,0
245,38888,544.4833581820305,Debit,BankB,18198.897504533692,US,State3,CityA,51,24,60813.02260625201,19.18627798731419,5,1,1,1,0,0,0
246,69034,4146.567884940031,Credit,BankA,7841.693622272307,FR,State3,CityB,73,21,65123.59547760349,52.62849496930203,7,1,0,1,3,1,0
247,118101,102.63110053856545,Credit,BankC,7991.476651727123,DE,State3,CityA,79,2,21799.433470467146,73.367257002174,4,1,1,1,10,1,1
248,136550,2252.279699093613,Credit,BankB,17200.790116830598,UK,State3,CityA,51,22,52959.39398434708,128.78061218576448,3,1,0,1,9,1,0
249,136870,3870.5937069762836,Credit,BankB,14853.563703087857,FR,State2,CityA,40,13,82624.17003109129,146.80635845926057,6,1,1,0,12,0,0
250,73633,976.3521524822548,Debit,BankA,14382.85842654283,US,State1,CityA,36,19,57687.9004194346,25.28569803423423,4,1,1,1,23,1,0
251,81231,935.0586952267422,Credit,BankC,6312.6092105982,UK,State2,CityA,69,1,90022.27598327334,18.25844231811017,7,1,0,0,18,0,0
252,136452,1551.2686191399562,Debit,BankB,16833.623619535043,FR,State1,CityB,77,28,71583.91455115675,161.80807845957628,6,0,1,1,21,1,0
253,156547,750.0601944713345,Debit,BankC,12008.99087299592,DE,State3,CityA,49,6,81286.82912398994,145.311641441784,4,0,1,1,9,0,1
254,41707,3392.767483080915,Credit,BankB,9490.445910532888,FR,State1,CityC,76,27,84358.4108153888,167.99456730838475,7,0,1,0,17,0,0
255,31986,1000.6957561118196,Debit,BankC,17443.02035805344,FR,State1,CityB,66,8,75160.01915521067,138.54227038486812,0,1,0,0,8,0,0
256,144236,1134.295426653678,Credit,BankB,8489.985511860166,IN,State1,CityC,45,17,79950.45280210808,152.692331367764,7,0,1,1,8,1,0
257,130906,2874.6799911074872,Debit,BankA,13424.590425487546,UK,State1,CityB,43,3,75624.8431856998,82.01729277895751,2,1,0,1,19,1,0
258,158277,4836.705718569436,Debit,BankA,9852.198458078641,FR,State2,CityC,66,6,64037.09987628986,122.13502087504426,0,1,1,0,11,1,0
259,46804,4569.413723016983,Debit,BankC,12262.018317250067,US,State3,CityA,62,26,65322.63724763464,163.0245451453271,8,1,0,1,23,0,0
260,29008,4322.485003167314,Credit,BankB,1770.3829613210928,US,State2,CityC,29,29,35190.78261094411,42.70233153723825,5,0,0,1,13,1,0
261,45836,2654.6238574007702,Debit,BankB,9761.188100351299,IN,State3,CityA,60,19,86195.13867032455,90.33636255697641,7,0,1,0,1,0,0
262,78102,1488.7661010104466,Credit,BankC,11573.33484243871,US,State2,CityB,75,7,44970.9851017519,150.69305601117364,9,1,0,0,9,1,0
263,37696,3528.8388336945445,Debit,BankB,10361.667360242513,FR,State2,CityA,48,15,62858.95059722649,111.20094863538523,3,0,1,0,17,1,0
264,59075,1947.8925031231931,Credit,BankA,17100.797077629555,UK,State2,CityC,77,6,39963.64463540127,139.51491605597258,1,0,1,1,5,1,0
265,21533,3889.5471380662116,Debit,BankB,6911.355521044514,IN,State1,CityA,28,25,75669.1983284982,65.64514721640465,5,0,1,0,1,1,0
266,53150,80.96726597171302,Debit,BankA,17797.454089086266,IN,State1,CityA,73,29,98013.51617471485,16.145065750360082,1,0,0,0,16,1,0
267,137006,2647.7049094336,Debit,BankC,8665.777428230918,DE,State1,CityB,57,22,84155.2187717926,15.537698153331469,0,1,0,0,17,0,0
268,60303,1686.759101481911,Credit,BankB,14196.00791295247,DE,State1,CityA,67,23,69527.63855100535,189.12842354076605,6,1,0,1,17,0,0
269,102859,1245.2530386878354,Debit,BankC,2647.7318321386574,UK,State2,CityB,21,18,65400.52269936807,189.46260835905787,6,0,1,0,20,1,0
270,56847,3309.1875697535074,Credit,BankA,4802.927587807631,UK,State2,CityC,35,10,59181.70058823432,50.143644591377694,5,1,1,1,13,0,0
271,39324,3291.870084322214,Debit,BankC,15462.154211684165,IN,State3,CityB,46,4,36397.71454108802,38.018475014479364,1,1,1,1,21,1,0
272,51316,185.3455190461952,Credit,BankC,1234.245025234168,FR,State1,CityC,64,5,47840.80414753964,13.446568439673966,4,1,1,0,10,1,0
273,52025,4738.494953090577,Debit,BankB,19402.027043794886,FR,State1,CityC,73,18,52511.52593370405,53.938802699899114,0,1,0,1,18,1,0
274,34218,1809.2715622222372,Debit,BankC,4621.949120201089,DE,State1,CityA,56,27,95565.52598728082,73.52677381936898,1,1,0,0,15,1,0
275,103940,4587.039897916777,Debit,BankC,18124.77573865734,UK,State1,CityB,72,10,54046.62832288099,55.83610039119741,4,1,0,1,7,0,0
276,99507,2918.6041036505176,Credit,BankB,10802.955536299429,UK,State1,CityC,75,10,66895.22838367408,161.50298665817826,4,0,0,0,17,0,0
277,39820,3262.955838462195,Credit,BankC,11726.931971045471,FR,State1,CityA,64,10,93793.96324894071,152.39179486233272,6,1,0,1,2,0,0
278,91984,4802.578286444113,Debit,BankA,2598.503971449476,DE,State2,CityA,48,7,61474.112624907444,25.392687490316057,4,1,0,1,3,0,0
279,52176,4110.988176357075,Credit,BankB,7939.156328989989,FR,State1,CityC,68,20,40115.98238912275,142.4911055393976,5,0,0,1,20,0,0
280,22528,700.1836498011418,Credit,BankA,3968.1583548295266,FR,State1,CityA,45,14,50480.4885278462,108.91117277870414,1,0,0,0,4,1,0
281,51207,26.114760757044845,Debit,BankB,10992.698392857912,IN,State2,CityB,44,25,50043.136036222626,35.11156021122335,4,0,1,0,21,1,0
282,2191,1542.9438158349722,Debit,BankC,11463.91076776704,UK,State3,CityC,70,8,77177.40517617235,150.51173179366666,7,1,1,1,3,0,0
283,157326,2442.693086562174,Debit,BankA,14483.672042101896,IN,State2,CityC,47,26,43689.65843680207,26.34865738309849,0,0,0,0,6,0,0
284,47378,3660.7521343180606,Debit,BankA,17687.285000540483,IN,State1,CityA,66,9,78423.08622083154,43.65862650226031,9,1,0,1,23,1,0
285,89752,3305.2452913797038,Credit,BankA,9895.416509127353,FR,State2,CityC,59,24,91139.41695093806,38.35303149510099,6,1,0,0,19,1,0
286,43497,1564.28772848867,Credit,BankC,5433.847031531525,DE,State1,CityC,28,5,46885.840937096946,188.41634679163198,7,1,1,0,5,1,0
287,108161,2709.9845258568917,Debit,BankA,7337.861567391341,FR,State2,CityC,31,25,30827.288019661522,142.64964060888326,4,0,0,1,23,0,0
288,53880,3254.670070790709,Credit,BankA,17094.70644583981,DE,State3,CityB,21,21,71084.34807749142,88.14432654130441,3,1,0,0,16,1,0
289,103994,2568.755872716994,Credit,BankC,3771.4062164964676,UK,State1,CityB,53,8,48868.35740191954,166.21878866127238,0,0,0,0,13,0,0
290,84931,3444.874590468193,Credit,BankC,12917.865488434967,US,State2,CityB,18,20,62718.893371566235,51.032287809230226,8,1,0,1,4,1,0
291,24819,2426.096417559138,Debit,BankC,1248.6317930133932,UK,State2,CityB,61,29,70733.25054716886,186.90772301856876,1,1,0,1,14,1,0
292,172171,2648.4297380679964,Debit,BankA,5667.717240630612,FR,State2,CityA,56,5,52619.43552487292,142.42949096702947,4,0,0,0,22,0,0
293,35216,4703.877056233876,Debit,BankA,12236.761452527731,DE,State1,CityC,54,27,93975.55614320598,116.32032179154513,6,1,1,1,9,1,0
294,99028,1945.796746565132,Debit,BankA,9671.828760050745,US,State2,CityB,50,20,51969.172333637776,160.98320525363232,7,1,1,0,1,1,0
295,91676,3778.5390985650088,Debit,BankB,10377.440314621395,DE,State1,CityA,38,18,44589.94617920231,132.5083864707801,9,1,1,0,11,1,0
296,64469,1673.389384063668,Credit,BankA,13550.678958732515,DE,State1,CityB,41,4,90854.01768791101,178.55076225199164,3,1,1,0,10,0,0
297,45219,1659.2793584094477,Debit,BankA,5457.1344639527815,US,State3,CityA,75,11,30904.137874064778,167.5390054141402,9,0,1,0,6,0,0
298,16487,4633.3587176594065,Debit,BankB,6335.293866203545,US,State3,CityB,57,21,29936.714302847206,47.58779595774797,0,1,1,0,6,1,0
299,36815,3493.360540398196,Credit,BankB,14004.705941129081,UK,State2,CityB,78,22,94855.85660845006,55.53612210343,6,0,0,1,18,0,0
300,165902,4644.792150304977,Debit,BankA,11227.53674333351,IN,State1,CityC,67,20,36717.47312875592,22.368508617372264,9,1,1,1,6,1,0
301,92338,4972.907364233007,Credit,BankB,1277.1496609177248,US,State2,CityB,30,11,31874.99228997124,51.837794262832475,8,1,0,0,13,0,0
302,39352,1.0258239403497276,Credit,BankA,13736.228110423383,IN,State1,CityB,66,14,62813.46432156388,75.26288433824558,0,0,1,0,11,0,0
303,53974,4915.751413640554,Debit,BankC,12781.748774293284,IN,State1,CityA,51,26,23743.0772968238,15.477197482773695,0,0,0,1,9,0,0
304,143336,504.36258968578073,Credit,BankC,2493.543902167202,IN,State2,CityC,55,13,69601.2000582048,69.84288378001665,6,1,1,1,4,1,0
305,135905,352.06669557467774,Credit,BankC,15202.870401978736,IN,State1,CityC,46,28,56234.463867125174,156.59370990918708,8,0,0,1,22,0,0
306,20030,3839.0513456798394,Credit,BankC,10919.927719994344,US,State2,CityA,70,4,71232.95715317868,169.66224362258689,4,0,1,0,6,0,0
307,122357,1750.9295012565228,Debit,BankB,4890.198395182233,DE,State1,CityB,53,16,42714.95228262004,11.68592509761043,3,1,1,1,5,0,0
308,5290,4589.0605043808955,Credit,BankA,11627.770994212118,US,State2,CityA,57,6,92437.77714791533,11.35793727115421,5,1,0,1,19,1,0
309,124605,2722.5373995923983,Credit,BankB,12313.711769249063,US,State2,CityB,64,23,41646.45701802765,37.798350567690214,8,0,1,0,23,1,0
310,132891,1930.5643576402802,Credit,BankC,18482.25585461451,FR,State3,CityB,22,13,71005.17484342885,175.78964153942005,1,0,1,1,1,1,0
311,70643,367.19613359251946,Credit,BankC,15100.744085472239,FR,State3,CityC,37,23,95607.34805020997,99.16282971514721,4,0,1,1,12,1,0
312,12736,2323.184612525002,Credit,BankA,6736.562735332785,UK,State1,CityB,46,20,52064.74306730261,196.75139447191637,3,0,0,1,15,0,0
313,157855,1389.4958912727197,Debit,BankB,3244.5263837196585,IN,State2,CityC,28,5,32914.1222634276,178.59297849569225,2,1,0,0,7,1,0
314,11480,383.07473937536594,Credit,BankC,17210.497369534838,IN,State2,CityC,25,19,25470.5980729467,179.12434155987756,4,1,0,0,12,1,0
315,37551,3351.94594498544,Credit,BankB,17075.286069633476,FR,State2,CityA,45,21,97041.4397446085,34.41052206646632,6,1,0,0,13,1,0
316,166735,4886.684644119752,Debit,BankA,4330.890279755187,DE,State2,CityB,66,10,81096.11887951512,100.2935763504146,2,1,1,1,4,1,0
317,18140,1894.5786378378723,Credit,BankA,2180.492518759846,UK,State2,CityA,58,5,93516.16480566273,198.78221349042357,2,1,0,1,22,1,0
318,125417,1486.33163032663,Credit,BankB,14525.42834650474,DE,State1,CityA,35,14,75906.64425278493,38.31840374947966,5,1,1,1,2,1,0
319,84247,449.81005195063995,Credit,BankA,14729.054785893197,FR,State3,CityA,47,4,47395.880335148555,119.10435618745697,4,0,1,0,13,0,0
320,108624,1115.7338740731832,Debit,BankB,4365.731320402202,DE,State2,CityA,31,6,29841.326878670414,75.4131984710861,2,0,1,0,22,1,0
321,150652,1424.8683992695308,Debit,BankB,13696.025331591653,IN,State2,CityC,73,5,94344.54874200006,83.6930466038675,0,1,1,1,22,0,0
322,157865,1720.884622424195,Debit,BankB,6299.551149241647,FR,State2,CityC,26,24,59169.52353047529,179.2505757676952,9,1,0,1,12,0,0
323,167493,3169.8389015519415,Credit,BankC,5951.723531407277,DE,State1,CityC,27,29,51720.719702209826,121.70148814653378,1,1,1,1,16,1,0
324,48717,574.3722415925895,Credit,BankC,7165.8407477165065,UK,State3,CityC,73,29,66223.36489912985,154.16751398387302,2,0,1,0,8,0,0
325,141691,292.12898287678286,Debit,BankB,10887.53096382023,UK,State3,CityB,42,2,28524.74571448552,137.9145355240958,3,0,1,1,6,0,0
326,13147,4652.909780642865,Debit,BankA,16284.624543243832,US,State2,CityC,69,6,44736.30554995871,110.51298120829419,4,0,0,1,17,0,0
327,39022,3995.9454671755843,Debit,BankA,10474.231266902898,FR,State1,CityB,44,2,71030.08856785335,160.42512776637145,9,0,1,1,20,0,0
328,98718,1391.1176523559125,Debit,BankC,6662.8112168574135,FR,State3,CityA,19,12,28009.83570857242,194.43925212297296,8,0,1,0,10,1,0
329,28670,3193.964561181524,Debit,BankB,17795.511675525137,FR,State3,CityB,20,22,30819.42071719071,193.69571525159938,3,1,1,1,15,0,0
330,94362,2962.4654740767305,Credit,BankC,2046.7091914049288,IN,State1,CityC,46,4,60847.02912728444,159.99588018874036,8,1,1,0,17,1,0
331,8146,3715.0554875610114,Credit,BankB,16144.738194063528,IN,State3,CityC,73,13,69876.56996808728,102.59265359235351,4,1,1,0,6,1,0
332,13787,4296.4738006398475,Credit,BankA,15903.25340051526,FR,State1,CityC,54,17,34960.13646350326,41.00020224632824,2,0,0,1,3,0,0
333,31544,1788.7666741162757,Credit,BankA,5817.389392932519,DE,State3,CityA,44,6,22646.770756439346,18.44939670465994,6,0,0,0,18,0,0
334,43028,3304.1633053067903,Credit,BankC,4767.608467885313,IN,State1,CityA,21,3,96669.35142134049,53.97454398952937,7,0,1,0,21,0,0
335,25598,4010.2065165458794,Credit,BankA,17619.310668416347,FR,State2,CityC,52,13,22199.412630604547,74.64901992353326,8,0,1,1,23,0,0
336,125857,3496.4745314354986,Credit,BankB,11618.55457764616,IN,State3,CityA,44,23,20164.163321651296,34.67142702443,8,0,1,0,23,1,0
337,60263,4610.678721316897,Credit,BankA,1874.2157949968778,US,State3,CityB,36,3,45867.245506255975,52.70541262636592,5,1,0,1,23,0,0
338,20354,2473.442316718466,Credit,BankA,17925.81781287571,UK,State3,CityB,27,26,37796.25350204545,25.873638266567973,8,1,1,1,20,0,0
339,26108,4013.204940070158,Debit,BankC,7631.113702757802,US,State1,CityB,43,20,65886.90896785687,109.49862469196597,2,0,1,1,10,1,0
340,88490,4548.707891791672,Credit,BankB,7500.974522390502,FR,State3,CityB,24,9,91536.71014728642,34.00045632297393,1,1,1,1,12,1,0
341,166792,2785.268803875515,Credit,BankC,13222.470806037592,UK,State3,CityC,44,23,58488.61379514517,151.12603968536138,4,0,1,0,5,1,0
342,16727,86.47749078153633,Credit,BankC,13564.907913172941,DE,State1,CityC,47,4,81864.09670535765,73.20345784737572,6,0,1,0,12,1,0
343,144678,4090.0436632205756,Debit,BankA,7713.006295739881,FR,State3,CityB,29,2,92738.16307831599,137.69191570013393,6,0,1,0,1,0,0
344,161987,4230.1713971092195,Debit,BankB,3722.299630040733,DE,State3,CityB,57,5,35151.972288496596,177.67869266527308,5,0,0,1,21,0,0
345,170876,1999.2593054206545,Credit,BankB,11493.125504023776,DE,State1,CityC,78,8,59064.870889760474,26.34314308203198,2,0,1,1,13,1,0
346,153388,1145.3980766243187,Credit,BankC,12878.404128829563,IN,State1,CityA,22,2,71365.59996789836,197.910149608415,5,1,1,0,12,0,0
347,137655,4890.746553217647,Credit,BankC,17344.2249361205,IN,State1,CityB,73,25,46550.65903362757,132.59623504967973,0,1,1,1,4,1,0
348,49899,2758.1223957287684,Credit,BankA,10204.359759936251,UK,State3,CityA,30,5,79180.16887907402,20.139527732964623,2,1,0,1,2,0,0
349,134428,2580.9032657523076,Debit,BankB,13268.225511796214,UK,State2,CityC,58,6,76425.198017746,69.66042406597171,1,1,1,0,23,1,0
350,120586,4730.372010450898,Debit,BankB,2033.7677285016287,IN,State1,CityB,21,7,53687.542732113565,178.3865782988767,3,0,0,0,3,1,0
351,65921,2040.491480508903,Credit,BankA,17995.935103917076,UK,State3,CityB,19,13,27036.300273956913,123.2843848308506,7,1,0,1,13,1,0
352,15811,4240.68150976322,Debit,BankC,7217.100450927341,US,State2,CityA,54,9,20925.502678606368,64.57224977653388,2,0,0,1,17,0,0
353,69769,3503.258416937882,Debit,BankB,13012.201362503927,FR,State2,CityA,51,7,49547.96497286804,188.69397103571768,5,0,1,1,10,0,0
354,28919,4838.577183465325,Debit,BankA,18404.980994951587,US,State1,CityA,75,4,26565.50760940786,159.57798837748618,9,0,1,0,18,0,0
355,6246,2143.2604262473355,Debit,BankC,16399.989902929054,FR,State1,CityA,67,5,82529.95545666089,149.7523142684901,0,1,0,1,1,0,0
356,128619,4538.1303653253535,Credit,BankA,13116.373292079446,IN,State1,CityB,23,28,46746.06266151846,178.80115280127353,3,0,1,0,1,0,0
357,67271,2844.40789698827,Debit,BankB,14368.54873333162,US,State1,CityC,43,3,73287.86206333575,156.258189494637,4,1,1,0,2,1,0
358,18941,2379.387603355666,Debit,BankC,18497.19720333455,DE,State1,CityA,28,17,47710.31898403667,64.48028710778394,4,0,1,0,22,1,0
359,79222,1528.3246660158597,Credit,BankA,16429.770422789104,US,State3,CityA,59,19,83675.07334624145,120.9383543498655,0,0,0,1,15,1,0
360,168662,2763.494554610545,Credit,BankA,12587.32215020598,UK,State3,CityC,18,13,91072.99972958249,170.03437187477303,8,0,0,0,0,1,0
361,99482,2862.764004266807,Credit,BankA,13515.3514179829,US,State1,CityB,51,1,87001.13194101921,44.361140277338635,4,1,1,0,9,1,0
362,14422,4491.95669612677,Credit,BankB,3798.100059139026,IN,State3,CityC,38,5,58757.885118388265,40.97442310522861,8,0,1,0,5,1,0
363,99183,3520.3136058003106,Debit,BankB,9933.185915641394,IN,State1,CityC,27,23,26716.128869585642,40.20548703846718,6,1,1,1,16,1,0
364,83425,4132.370024505453,Credit,BankB,6718.9553059896625,UK,State1,CityA,22,9,49736.88846347436,46.90850218587895,4,1,0,0,18,1,0
365,120016,3845.6524907182315,Debit,BankA,9207.44205549841,FR,State2,CityC,43,4,53956.479576406615,29.613854966511358,8,0,1,1,11,0,0
366,103601,1383.240001049369,Credit,BankB,13582.690597084369,UK,State1,CityC,61,10,96820.32086854997,169.1495137931916,4,0,0,1,19,0,0
367,119797,1028.9957673252331,Debit,BankA,3833.8707784333565,FR,State2,CityB,36,14,65239.78441656765,165.48046187552194,9,1,0,1,15,0,0
368,76033,1292.4141937966378,Credit,BankA,1330.1433095638818,IN,State3,CityA,38,10,71267.69863171532,38.76010845322806,8,1,0,0,23,0,0
369,147728,732.9056560824267,Credit,BankA,8541.563661421862,IN,State1,CityA,74,1,82560.2864801659,144.05206357496573,4,0,1,0,1,0,0
370,129886,1929.8157578430787,Debit,BankC,7121.501975273086,FR,State2,CityA,51,23,65456.1973768271,129.12535624989044,0,1,1,1,14,1,0
371,83526,3269.507033877496,Credit,BankA,8988.20913433244,US,State2,CityB,46,19,67878.76873462096,62.47691046634866,6,0,0,0,22,1,0
372,62034,2684.8920917510954,Credit,BankB,18693.19748701063,US,State3,CityB,55,17,39626.22378676842,53.20000240173071,4,0,1,1,18,1,0
373,166287,3396.0748514833076,Credit,BankA,14434.59792308203,UK,State2,CityB,32,20,24709.328604902046,57.61131250233007,4,0,1,1,0,1,0
374,39264,1780.4987059438956,Credit,BankB,7221.7167173840435,IN,State1,CityB,57,27,77710.87032872284,148.81981554030486,5,0,1,1,5,0,0
